Route_ID,Trip_ID,Stop_ID,Stop_Sequence,Distance_to_Next_Stop_km,Scheduled_Arrival,Actual_Arrival,Scheduled_Departure,Actual_Departure,Attributed_Cause,Root_Cause_Detail
R-103,R-103-T-008,S-01,1,0.9,2024-03-15 07:48:00,2024-03-15 07:48:00,2024-03-15 07:51:19,2024-03-15 07:57:22,Vehicle Turnaround Delay,Depot dispatch delay on R-103 — 6m late departure from first stop
R-103,R-103-T-008,S-02,2,2.0,2024-03-15 07:53:43,2024-03-15 07:57:50,2024-03-15 07:55:09,2024-03-15 07:59:16,On Time,Within tolerance — 4.1m arrival variance
R-103,R-103-T-008,S-03,3,2.5,2024-03-15 08:01:26,2024-03-15 08:04:11,2024-03-15 08:02:39,2024-03-15 08:05:24,On Time,Within tolerance — 2.8m arrival variance
R-103,R-103-T-008,S-04,4,4.5,2024-03-15 08:11:00,2024-03-15 08:12:45,2024-03-15 08:12:10,2024-03-15 08:13:55,Unrealistic Timetable,Schedule physically impossible — requires 119 km/h between S-04 and next stop (urban bus max ~50 km/h)
R-103,R-103-T-008,S-05,5,1.1,2024-03-15 08:14:26,2024-03-15 08:14:26,2024-03-15 08:15:30,2024-03-15 08:21:02,Excessive Stop Dwell Time,Boarding surge — dwell exceeded schedule by 6m at S-05 (likely high-volume stop or accessibility ramp)
R-103,R-103-T-008,S-06,6,2.8,2024-03-15 08:19:15,2024-03-15 08:29:58,2024-03-15 08:20:35,2024-03-15 08:31:18,Route Congestion Pattern,"Localised bottleneck near S-06 on R-103 — isolated arrival delay of 11m, dwell normal"
R-103,R-103-T-008,S-07,7,1.7,2024-03-15 08:28:33,2024-03-15 08:38:53,2024-03-15 08:29:07,2024-03-15 08:45:03,Excessive Stop Dwell Time,Boarding surge — dwell exceeded schedule by 6m at S-07 (likely high-volume stop or accessibility ramp)
R-103,R-103-T-008,S-08,8,0.7,2024-03-15 08:34:34,2024-03-15 08:47:51,2024-03-15 08:35:41,2024-03-15 08:48:58,Route Congestion Pattern,Sustained corridor congestion on R-103 — 3 consecutive stops showing 10m+ delays including S-08
R-103,R-103-T-008,S-09,9,1.9,2024-03-15 08:38:14,2024-03-15 08:50:47,2024-03-15 08:38:46,2024-03-15 08:51:19,Route Congestion Pattern,Sustained corridor congestion on R-103 — 3 consecutive stops showing 10m+ delays including S-09
R-103,R-103-T-008,S-10,10,0.0,2024-03-15 08:44:13,2024-03-15 08:56:26,2024-03-15 08:47:01,2024-03-15 08:59:14,Route Congestion Pattern,Sustained corridor congestion on R-103 — 3 consecutive stops showing 10m+ delays including S-10
R-103,R-103-T-009,S-01,1,1.2,2024-03-15 07:58:00,2024-03-15 07:58:18,2024-03-15 08:01:47,2024-03-15 08:02:05,On Time,Within tolerance — 0.3m arrival variance
R-103,R-103-T-009,S-02,2,3.0,2024-03-15 08:05:35,2024-03-15 08:07:04,2024-03-15 08:06:47,2024-03-15 08:08:16,On Time,Within tolerance — 1.5m arrival variance
R-103,R-103-T-009,S-03,3,1.9,2024-03-15 08:15:22,2024-03-15 08:18:08,2024-03-15 08:15:53,2024-03-15 08:18:39,On Time,Within tolerance — 2.8m arrival variance
R-103,R-103-T-009,S-04,4,4.4,2024-03-15 08:22:30,2024-03-15 08:28:14,2024-03-15 08:23:18,2024-03-15 08:29:02,Unrealistic Timetable,Schedule assumes no traffic — requires 74 km/h from S-04; needs revision to allow for signals and stops
R-103,R-103-T-009,S-05,5,1.2,2024-03-15 08:26:53,2024-03-15 08:31:54,2024-03-15 08:27:28,2024-03-15 08:32:29,On Time,Within tolerance — 5.0m arrival variance
R-103,R-103-T-009,S-06,6,0.7,2024-03-15 08:31:05,2024-03-15 08:35:46,2024-03-15 08:31:41,2024-03-15 08:36:22,On Time,Within tolerance — 4.7m arrival variance
R-103,R-103-T-009,S-07,7,2.7,2024-03-15 08:33:48,2024-03-15 08:36:35,2024-03-15 08:34:28,2024-03-15 08:37:15,On Time,Within tolerance — 2.8m arrival variance
R-103,R-103-T-009,S-08,8,1.4,2024-03-15 08:44:37,2024-03-15 08:45:58,2024-03-15 08:45:20,2024-03-15 08:46:41,On Time,Within tolerance — 1.4m arrival variance
R-103,R-103-T-009,S-09,9,1.0,2024-03-15 08:50:45,2024-03-15 08:51:28,2024-03-15 08:52:04,2024-03-15 08:52:47,On Time,Within tolerance — 0.7m arrival variance
R-103,R-103-T-009,S-10,10,0.0,2024-03-15 08:55:47,2024-03-15 08:56:32,2024-03-15 08:59:11,2024-03-15 08:59:56,On Time,Within tolerance — 0.8m arrival variance
R-103,R-103-T-010,S-01,1,2.5,2024-03-15 08:14:00,2024-03-15 08:14:00,2024-03-15 08:16:49,2024-03-15 08:21:49,Vehicle Turnaround Delay,Depot dispatch delay on R-103 — 5m late departure from first stop
R-103,R-103-T-010,S-02,2,2.7,2024-03-15 08:24:32,2024-03-15 08:33:54,2024-03-15 08:25:06,2024-03-15 08:34:28,On Time,Within tolerance — 9.4m arrival variance
R-103,R-103-T-010,S-03,3,2.6,2024-03-15 08:33:45,2024-03-15 08:43:26,2024-03-15 08:34:20,2024-03-15 08:44:01,On Time,Within tolerance — 9.7m arrival variance
R-103,R-103-T-010,S-04,4,6.8,2024-03-15 08:42:10,2024-03-15 08:56:29,2024-03-15 08:43:07,2024-03-15 08:57:26,Unrealistic Timetable,Schedule assumes no traffic — requires 80 km/h from S-04; needs revision to allow for signals and stops
R-103,R-103-T-010,S-05,5,0.7,2024-03-15 08:48:14,2024-03-15 09:01:37,2024-03-15 08:49:06,2024-03-15 09:08:16,Excessive Stop Dwell Time,Boarding surge — dwell exceeded schedule by 6m at S-05 (likely high-volume stop or accessibility ramp)
R-103,R-103-T-010,S-06,6,0.8,2024-03-15 08:51:30,2024-03-15 09:08:16,2024-03-15 08:52:47,2024-03-15 09:09:33,Route Congestion Pattern,Sustained corridor congestion on R-103 — 3 consecutive stops showing 10m+ delays including S-06
R-103,R-103-T-010,S-07,7,0.9,2024-03-15 08:55:09,2024-03-15 09:09:33,2024-03-15 08:56:07,2024-03-15 09:10:31,Route Congestion Pattern,Sustained corridor congestion on R-103 — 3 consecutive stops showing 10m+ delays including S-07
R-103,R-103-T-010,S-08,8,1.8,2024-03-15 08:59:42,2024-03-15 09:14:02,2024-03-15 09:00:13,2024-03-15 09:14:33,Route Congestion Pattern,Sustained corridor congestion on R-103 — 3 consecutive stops showing 10m+ delays including S-08
R-103,R-103-T-010,S-09,9,2.9,2024-03-15 09:04:50,2024-03-15 09:17:55,2024-03-15 09:05:22,2024-03-15 09:24:16,Excessive Stop Dwell Time,Boarding surge — dwell exceeded schedule by 6m at S-09 (likely high-volume stop or accessibility ramp)
R-103,R-103-T-010,S-10,10,0.0,2024-03-15 09:15:57,2024-03-15 09:30:29,2024-03-15 09:17:57,2024-03-15 09:32:29,Route Congestion Pattern,Sustained corridor congestion on R-103 — 3 consecutive stops showing 10m+ delays including S-10
R-104,R-104-T-001,S-01,1,6.0,2024-03-15 06:30:00,2024-03-15 06:31:27,2024-03-15 06:32:24,2024-03-15 06:37:55,Vehicle Turnaround Delay,Depot dispatch delay on R-104 — 6m late departure from first stop
R-104,R-104-T-001,S-02,2,2.5,2024-03-15 06:36:38,2024-03-15 06:42:01,2024-03-15 06:37:52,2024-03-15 06:43:15,On Time,Within tolerance — 5.4m arrival variance
R-104,R-104-T-001,S-03,3,1.3,2024-03-15 06:47:27,2024-03-15 06:51:51,2024-03-15 06:48:51,2024-03-15 06:53:15,On Time,Within tolerance — 4.4m arrival variance
R-104,R-104-T-001,S-04,4,1.9,2024-03-15 06:52:59,2024-03-15 06:58:14,2024-03-15 06:54:15,2024-03-15 06:59:30,On Time,Within tolerance — 5.2m arrival variance
R-104,R-104-T-001,S-05,5,0.9,2024-03-15 06:58:59,2024-03-15 07:08:33,2024-03-15 06:59:51,2024-03-15 07:09:25,On Time,Within tolerance — 9.6m arrival variance
R-104,R-104-T-001,S-06,6,3.0,2024-03-15 07:03:26,2024-03-15 07:14:08,2024-03-15 07:04:02,2024-03-15 07:14:44,Route Congestion Pattern,"Localised bottleneck near S-06 on R-104 — isolated arrival delay of 11m, dwell normal"
R-104,R-104-T-001,S-07,7,1.7,2024-03-15 07:15:50,2024-03-15 07:25:59,2024-03-15 07:17:00,2024-03-15 07:27:09,Route Congestion Pattern,"Localised bottleneck near S-07 on R-104 — isolated arrival delay of 10m, dwell normal"
R-104,R-104-T-001,S-08,8,1.7,2024-03-15 07:22:15,2024-03-15 07:31:04,2024-03-15 07:22:51,2024-03-15 07:31:40,On Time,Within tolerance — 8.8m arrival variance
R-104,R-104-T-001,S-09,9,2.0,2024-03-15 07:29:17,2024-03-15 07:35:51,2024-03-15 07:30:43,2024-03-15 07:37:17,On Time,Within tolerance — 6.6m arrival variance
R-104,R-104-T-001,S-10,10,0.0,2024-03-15 07:37:39,2024-03-15 07:41:40,2024-03-15 07:40:47,2024-03-15 07:44:48,On Time,Within tolerance — 4.0m arrival variance
R-104,R-104-T-002,S-01,1,5.4,2024-03-15 06:44:00,2024-03-15 06:44:00,2024-03-15 06:47:11,2024-03-15 06:47:11,Unrealistic Timetable,Schedule physically impossible — requires 92 km/h between S-01 and next stop (urban bus max ~50 km/h)
R-104,R-104-T-002,S-02,2,1.5,2024-03-15 06:50:42,2024-03-15 06:50:42,2024-03-15 06:51:59,2024-03-15 06:51:59,On Time,Within tolerance — 0.0m arrival variance
R-104,R-104-T-002,S-03,3,0.5,2024-03-15 06:56:10,2024-03-15 06:56:10,2024-03-15 06:57:08,2024-03-15 06:57:08,On Time,Within tolerance — 0.0m arrival variance
R-104,R-104-T-002,S-04,4,1.9,2024-03-15 06:59:06,2024-03-15 06:59:06,2024-03-15 06:59:44,2024-03-15 06:59:44,On Time,Within tolerance — 0.0m arrival variance
R-104,R-104-T-002,S-05,5,1.1,2024-03-15 07:05:47,2024-03-15 07:09:55,2024-03-15 07:06:48,2024-03-15 07:10:56,On Time,Within tolerance — 4.1m arrival variance
R-104,R-104-T-002,S-06,6,2.0,2024-03-15 07:10:18,2024-03-15 07:16:30,2024-03-15 07:11:48,2024-03-15 07:18:00,On Time,Within tolerance — 6.2m arrival variance
R-104,R-104-T-002,S-07,7,1.1,2024-03-15 07:18:06,2024-03-15 07:21:20,2024-03-15 07:19:28,2024-03-15 07:22:42,On Time,Within tolerance — 3.2m arrival variance
R-104,R-104-T-002,S-08,8,2.7,2024-03-15 07:22:33,2024-03-15 07:24:20,2024-03-15 07:23:45,2024-03-15 07:25:32,On Time,Within tolerance — 1.8m arrival variance
R-104,R-104-T-002,S-09,9,2.1,2024-03-15 07:31:31,2024-03-15 07:32:38,2024-03-15 07:32:52,2024-03-15 07:33:59,On Time,Within tolerance — 1.1m arrival variance
R-104,R-104-T-002,S-10,10,0.0,2024-03-15 07:39:33,2024-03-15 07:40:16,2024-03-15 07:43:31,2024-03-15 07:44:14,On Time,Within tolerance — 0.7m arrival variance
R-104,R-104-T-003,S-01,1,5.9,2024-03-15 06:57:00,2024-03-15 06:57:00,2024-03-15 06:59:17,2024-03-15 07:04:56,Vehicle Turnaround Delay,Depot dispatch delay on R-104 — 6m late departure from first stop
R-104,R-104-T-003,S-02,2,2.2,2024-03-15 07:02:42,2024-03-15 07:08:38,2024-03-15 07:04:01,2024-03-15 07:09:57,On Time,Within tolerance — 5.9m arrival variance
R-104,R-104-T-003,S-03,3,2.7,2024-03-15 07:11:39,2024-03-15 07:15:24,2024-03-15 07:12:31,2024-03-15 07:16:16,On Time,Within tolerance — 3.8m arrival variance
R-104,R-104-T-003,S-04,4,2.5,2024-03-15 07:19:55,2024-03-15 07:25:13,2024-03-15 07:20:33,2024-03-15 07:25:51,On Time,Within tolerance — 5.3m arrival variance
R-104,R-104-T-003,S-05,5,1.2,2024-03-15 07:30:26,2024-03-15 07:31:45,2024-03-15 07:31:50,2024-03-15 07:33:09,On Time,Within tolerance — 1.3m arrival variance
R-104,R-104-T-003,S-06,6,1.4,2024-03-15 07:36:13,2024-03-15 07:36:54,2024-03-15 07:36:54,2024-03-15 07:37:35,On Time,Within tolerance — 0.7m arrival variance
R-104,R-104-T-003,S-07,7,2.7,2024-03-15 07:42:25,2024-03-15 07:42:25,2024-03-15 07:42:58,2024-03-15 07:42:58,On Time,Within tolerance — 0.0m arrival variance
R-104,R-104-T-003,S-08,8,1.5,2024-03-15 07:53:40,2024-03-15 07:55:07,2024-03-15 07:54:21,2024-03-15 07:55:48,On Time,Within tolerance — 1.4m arrival variance
R-104,R-104-T-003,S-09,9,1.8,2024-03-15 07:58:00,2024-03-15 07:58:57,2024-03-15 07:59:28,2024-03-15 08:00:25,On Time,Within tolerance — 0.9m arrival variance
R-104,R-104-T-003,S-10,10,0.0,2024-03-15 08:05:23,2024-03-15 08:06:51,2024-03-15 08:09:07,2024-03-15 08:10:35,On Time,Within tolerance — 1.5m arrival variance
R-104,R-104-T-004,S-01,1,5.4,2024-03-15 07:17:00,2024-03-15 07:17:00,2024-03-15 07:19:47,2024-03-15 07:19:47,Unrealistic Timetable,Schedule physically impossible — requires 105 km/h between S-01 and next stop (urban bus max ~50 km/h)
R-104,R-104-T-004,S-02,2,0.7,2024-03-15 07:22:53,2024-03-15 07:23:41,2024-03-15 07:23:27,2024-03-15 07:30:01,Excessive Stop Dwell Time,Boarding surge — dwell exceeded schedule by 6m at S-02 (likely high-volume stop or accessibility ramp)
R-104,R-104-T-004,S-03,3,2.5,2024-03-15 07:25:29,2024-03-15 07:30:01,2024-03-15 07:26:18,2024-03-15 07:30:50,On Time,Within tolerance — 4.5m arrival variance
R-104,R-104-T-004,S-04,4,2.6,2024-03-15 07:34:29,2024-03-15 07:36:08,2024-03-15 07:35:51,2024-03-15 07:37:30,On Time,Within tolerance — 1.6m arrival variance
R-104,R-104-T-004,S-05,5,2.1,2024-03-15 07:46:14,2024-03-15 07:48:33,2024-03-15 07:47:36,2024-03-15 07:49:55,On Time,Within tolerance — 2.3m arrival variance
R-104,R-104-T-004,S-06,6,2.3,2024-03-15 07:55:31,2024-03-15 07:56:42,2024-03-15 07:56:44,2024-03-15 07:57:55,On Time,Within tolerance — 1.2m arrival variance
R-104,R-104-T-004,S-07,7,0.9,2024-03-15 08:04:04,2024-03-15 08:04:34,2024-03-15 08:05:05,2024-03-15 08:05:35,On Time,Within tolerance — 0.5m arrival variance
R-104,R-104-T-004,S-08,8,2.4,2024-03-15 08:08:07,2024-03-15 08:09:23,2024-03-15 08:09:27,2024-03-15 08:10:43,On Time,Within tolerance — 1.3m arrival variance
R-104,R-104-T-004,S-09,9,1.0,2024-03-15 08:17:28,2024-03-15 08:18:20,2024-03-15 08:18:18,2024-03-15 08:19:10,On Time,Within tolerance — 0.9m arrival variance
R-104,R-104-T-004,S-10,10,0.0,2024-03-15 08:21:04,2024-03-15 08:21:32,2024-03-15 08:23:32,2024-03-15 08:24:00,On Time,Within tolerance — 0.5m arrival variance
R-104,R-104-T-005,S-01,1,6.8,2024-03-15 07:31:00,2024-03-15 07:32:11,2024-03-15 07:34:23,2024-03-15 07:35:34,Unrealistic Timetable,Schedule physically impossible — requires 115 km/h between S-01 and next stop (urban bus max ~50 km/h)
R-104,R-104-T-005,S-02,2,0.8,2024-03-15 07:37:55,2024-03-15 07:37:55,2024-03-15 07:38:57,2024-03-15 07:38:57,On Time,Within tolerance — 0.0m arrival variance
R-104,R-104-T-005,S-03,3,2.8,2024-03-15 07:41:44,2024-03-15 07:45:37,2024-03-15 07:42:46,2024-03-15 07:46:39,On Time,Within tolerance — 3.9m arrival variance
R-104,R-104-T-005,S-04,4,1.7,2024-03-15 07:50:21,2024-03-15 07:51:58,2024-03-15 07:50:54,2024-03-15 07:52:31,On Time,Within tolerance — 1.6m arrival variance
R-104,R-104-T-005,S-05,5,1.0,2024-03-15 07:56:28,2024-03-15 08:00:05,2024-03-15 07:57:15,2024-03-15 08:00:52,On Time,Within tolerance — 3.6m arrival variance
R-104,R-104-T-005,S-06,6,0.6,2024-03-15 08:00:07,2024-03-15 08:01:20,2024-03-15 08:01:34,2024-03-15 08:07:09,Excessive Stop Dwell Time,Minor hold at S-06 — dwell over by 4m (possible fare dispute or door fault)
R-104,R-104-T-005,S-07,7,1.1,2024-03-15 08:03:04,2024-03-15 08:08:08,2024-03-15 08:04:09,2024-03-15 08:09:13,On Time,Within tolerance — 5.1m arrival variance
R-104,R-104-T-005,S-08,8,1.5,2024-03-15 08:07:22,2024-03-15 08:11:01,2024-03-15 08:08:24,2024-03-15 08:16:11,Excessive Stop Dwell Time,Minor hold at S-08 — dwell over by 4m (possible fare dispute or door fault)
R-104,R-104-T-005,S-09,9,3.0,2024-03-15 08:13:36,2024-03-15 08:18:25,2024-03-15 08:14:55,2024-03-15 08:19:44,On Time,Within tolerance — 4.8m arrival variance
R-104,R-104-T-005,S-10,10,0.0,2024-03-15 08:23:01,2024-03-15 08:29:36,2024-03-15 08:25:58,2024-03-15 08:32:33,On Time,Within tolerance — 6.6m arrival variance
R-104,R-104-T-006,S-01,1,5.8,2024-03-15 07:47:00,2024-03-15 07:47:00,2024-03-15 07:50:45,2024-03-15 07:57:53,Vehicle Turnaround Delay,Depot dispatch delay on R-104 — 7m late departure from first stop
R-104,R-104-T-006,S-02,2,1.5,2024-03-15 07:54:36,2024-03-15 08:01:27,2024-03-15 07:55:40,2024-03-15 08:02:31,On Time,Within tolerance — 6.8m arrival variance
R-104,R-104-T-006,S-03,3,1.0,2024-03-15 08:01:35,2024-03-15 08:06:14,2024-03-15 08:02:51,2024-03-15 08:07:30,On Time,Within tolerance — 4.7m arrival variance
R-104,R-104-T-006,S-04,4,1.3,2024-03-15 08:06:07,2024-03-15 08:09:48,2024-03-15 08:06:59,2024-03-15 08:10:40,On Time,Within tolerance — 3.7m arrival variance
R-104,R-104-T-006,S-05,5,0.7,2024-03-15 08:11:40,2024-03-15 08:14:11,2024-03-15 08:12:19,2024-03-15 08:14:50,On Time,Within tolerance — 2.5m arrival variance
R-104,R-104-T-006,S-06,6,1.8,2024-03-15 08:14:06,2024-03-15 08:17:47,2024-03-15 08:14:48,2024-03-15 08:18:29,On Time,Within tolerance — 3.7m arrival variance
R-104,R-104-T-006,S-07,7,2.2,2024-03-15 08:20:16,2024-03-15 08:22:36,2024-03-15 08:21:24,2024-03-15 08:23:44,On Time,Within tolerance — 2.3m arrival variance
R-104,R-104-T-006,S-08,8,1.9,2024-03-15 08:27:01,2024-03-15 08:28:57,2024-03-15 08:27:37,2024-03-15 08:33:47,Excessive Stop Dwell Time,Minor hold at S-08 — dwell over by 4m (possible fare dispute or door fault)
R-104,R-104-T-006,S-09,9,2.5,2024-03-15 08:35:13,2024-03-15 08:40:27,2024-03-15 08:35:57,2024-03-15 08:41:11,On Time,Within tolerance — 5.2m arrival variance
R-104,R-104-T-006,S-10,10,0.0,2024-03-15 08:42:03,2024-03-15 08:45:33,2024-03-15 08:46:03,2024-03-15 08:49:33,On Time,Within tolerance — 3.5m arrival variance
R-104,R-104-T-007,S-01,1,6.8,2024-03-15 08:06:00,2024-03-15 08:06:36,2024-03-15 08:09:58,2024-03-15 08:10:34,Unrealistic Timetable,Schedule assumes no traffic — requires 80 km/h from S-01; needs revision to allow for signals and stops
R-104,R-104-T-007,S-02,2,1.7,2024-03-15 08:15:04,2024-03-15 08:15:51,2024-03-15 08:16:04,2024-03-15 08:16:51,On Time,Within tolerance — 0.8m arrival variance
R-104,R-104-T-007,S-03,3,2.3,2024-03-15 08:21:02,2024-03-15 08:22:11,2024-03-15 08:22:29,2024-03-15 08:23:38,On Time,Within tolerance — 1.1m arrival variance
R-104,R-104-T-007,S-04,4,1.6,2024-03-15 08:31:28,2024-03-15 08:31:48,2024-03-15 08:32:23,2024-03-15 08:32:43,On Time,Within tolerance — 0.3m arrival variance
R-104,R-104-T-007,S-05,5,1.8,2024-03-15 08:38:30,2024-03-15 08:38:33,2024-03-15 08:39:43,2024-03-15 08:39:46,On Time,Within tolerance — 0.1m arrival variance
R-104,R-104-T-007,S-06,6,0.7,2024-03-15 08:46:41,2024-03-15 08:46:41,2024-03-15 08:47:41,2024-03-15 08:47:41,On Time,Within tolerance — 0.0m arrival variance
R-104,R-104-T-007,S-07,7,1.5,2024-03-15 08:49:28,2024-03-15 08:51:24,2024-03-15 08:50:53,2024-03-15 08:52:49,On Time,Within tolerance — 1.9m arrival variance
R-104,R-104-T-007,S-08,8,2.4,2024-03-15 08:56:33,2024-03-15 08:56:33,2024-03-15 08:57:42,2024-03-15 08:57:42,On Time,Within tolerance — 0.0m arrival variance
R-104,R-104-T-007,S-09,9,2.6,2024-03-15 09:06:48,2024-03-15 09:07:16,2024-03-15 09:08:12,2024-03-15 09:08:40,On Time,Within tolerance — 0.5m arrival variance
R-104,R-104-T-007,S-10,10,0.0,2024-03-15 09:18:02,2024-03-15 09:18:45,2024-03-15 09:21:58,2024-03-15 09:22:41,On Time,Within tolerance — 0.7m arrival variance
R-104,R-104-T-008,S-01,1,6.9,2024-03-15 08:24:00,2024-03-15 08:24:00,2024-03-15 08:26:32,2024-03-15 08:26:32,Unrealistic Timetable,Schedule assumes no traffic — requires 75 km/h from S-01; needs revision to allow for signals and stops
R-104,R-104-T-008,S-02,2,1.8,2024-03-15 08:32:03,2024-03-15 08:32:03,2024-03-15 08:32:53,2024-03-15 08:32:53,On Time,Within tolerance — 0.0m arrival variance
R-104,R-104-T-008,S-03,3,2.8,2024-03-15 08:39:24,2024-03-15 08:40:34,2024-03-15 08:40:34,2024-03-15 08:41:44,On Time,Within tolerance — 1.2m arrival variance
R-104,R-104-T-008,S-04,4,2.6,2024-03-15 08:49:52,2024-03-15 08:49:52,2024-03-15 08:51:22,2024-03-15 08:51:22,On Time,Within tolerance — 0.0m arrival variance
R-104,R-104-T-008,S-05,5,2.4,2024-03-15 09:00:34,2024-03-15 09:01:39,2024-03-15 09:01:39,2024-03-15 09:02:44,On Time,Within tolerance — 1.1m arrival variance
R-104,R-104-T-008,S-06,6,1.3,2024-03-15 09:07:39,2024-03-15 09:07:39,2024-03-15 09:09:09,2024-03-15 09:09:09,On Time,Within tolerance — 0.0m arrival variance
R-104,R-104-T-008,S-07,7,1.0,2024-03-15 09:13:08,2024-03-15 09:13:40,2024-03-15 09:14:17,2024-03-15 09:14:49,On Time,Within tolerance — 0.5m arrival variance
R-104,R-104-T-008,S-08,8,1.5,2024-03-15 09:18:06,2024-03-15 09:19:46,2024-03-15 09:18:38,2024-03-15 09:20:18,On Time,Within tolerance — 1.7m arrival variance
R-104,R-104-T-008,S-09,9,2.9,2024-03-15 09:22:27,2024-03-15 09:24:27,2024-03-15 09:23:02,2024-03-15 09:25:02,On Time,Within tolerance — 2.0m arrival variance
R-104,R-104-T-008,S-10,10,0.0,2024-03-15 09:30:35,2024-03-15 09:32:33,2024-03-15 09:32:47,2024-03-15 09:34:45,On Time,Within tolerance — 2.0m arrival variance
R-104,R-104-T-009,S-01,1,5.2,2024-03-15 08:37:00,2024-03-15 08:37:00,2024-03-15 08:39:16,2024-03-15 08:45:59,Vehicle Turnaround Delay,Depot dispatch delay on R-104 — 7m late departure from first stop
R-104,R-104-T-009,S-02,2,3.0,2024-03-15 08:42:54,2024-03-15 08:48:50,2024-03-15 08:43:47,2024-03-15 08:49:43,On Time,Within tolerance — 5.9m arrival variance
R-104,R-104-T-009,S-03,3,2.0,2024-03-15 08:55:32,2024-03-15 09:01:21,2024-03-15 08:56:07,2024-03-15 09:01:56,On Time,Within tolerance — 5.8m arrival variance
R-104,R-104-T-009,S-04,4,0.8,2024-03-15 09:03:26,2024-03-15 09:05:46,2024-03-15 09:04:16,2024-03-15 09:06:36,On Time,Within tolerance — 2.3m arrival variance
R-104,R-104-T-009,S-05,5,0.8,2024-03-15 09:07:07,2024-03-15 09:09:24,2024-03-15 09:07:57,2024-03-15 09:10:14,On Time,Within tolerance — 2.3m arrival variance
R-104,R-104-T-009,S-06,6,0.9,2024-03-15 09:10:11,2024-03-15 09:17:40,2024-03-15 09:11:07,2024-03-15 09:18:36,On Time,Within tolerance — 7.5m arrival variance
R-104,R-104-T-009,S-07,7,2.8,2024-03-15 09:13:51,2024-03-15 09:20:00,2024-03-15 09:14:29,2024-03-15 09:20:38,On Time,Within tolerance — 6.2m arrival variance
R-104,R-104-T-009,S-08,8,2.0,2024-03-15 09:23:36,2024-03-15 09:29:05,2024-03-15 09:24:37,2024-03-15 09:30:06,On Time,Within tolerance — 5.5m arrival variance
R-104,R-104-T-009,S-09,9,0.7,2024-03-15 09:29:27,2024-03-15 09:33:00,2024-03-15 09:30:10,2024-03-15 09:33:43,On Time,Within tolerance — 3.5m arrival variance
R-104,R-104-T-009,S-10,10,0.0,2024-03-15 09:32:39,2024-03-15 09:35:38,2024-03-15 09:36:31,2024-03-15 09:39:30,On Time,Within tolerance — 3.0m arrival variance
R-104,R-104-T-010,S-01,1,6.3,2024-03-15 08:49:00,2024-03-15 08:49:52,2024-03-15 08:52:29,2024-03-15 08:57:29,Vehicle Turnaround Delay,Depot dispatch delay on R-104 — 5m late departure from first stop
R-104,R-104-T-010,S-02,2,1.0,2024-03-15 08:56:41,2024-03-15 09:02:38,2024-03-15 08:57:46,2024-03-15 09:09:24,Excessive Stop Dwell Time,Boarding surge — dwell exceeded schedule by 6m at S-02 (likely high-volume stop or accessibility ramp)
R-104,R-104-T-010,S-03,3,2.7,2024-03-15 09:00:42,2024-03-15 09:13:32,2024-03-15 09:01:35,2024-03-15 09:18:37,Excessive Stop Dwell Time,Minor hold at S-03 — dwell over by 4m (possible fare dispute or door fault)
R-104,R-104-T-010,S-04,4,2.5,2024-03-15 09:08:19,2024-03-15 09:21:27,2024-03-15 09:09:13,2024-03-15 09:22:21,Route Congestion Pattern,"Localised bottleneck near S-04 on R-104 — isolated arrival delay of 13m, dwell normal"
R-104,R-104-T-010,S-05,5,1.6,2024-03-15 09:18:47,2024-03-15 09:30:32,2024-03-15 09:19:58,2024-03-15 09:31:43,Route Congestion Pattern,Sustained corridor congestion on R-104 — 3 consecutive stops showing 10m+ delays including S-05
R-104,R-104-T-010,S-06,6,0.8,2024-03-15 09:26:13,2024-03-15 09:37:45,2024-03-15 09:27:39,2024-03-15 09:39:11,Route Congestion Pattern,Sustained corridor congestion on R-104 — 3 consecutive stops showing 10m+ delays including S-06
R-104,R-104-T-010,S-07,7,2.3,2024-03-15 09:30:16,2024-03-15 09:40:24,2024-03-15 09:31:15,2024-03-15 09:41:23,Route Congestion Pattern,Sustained corridor congestion on R-104 — 3 consecutive stops showing 10m+ delays including S-07
R-104,R-104-T-010,S-08,8,1.7,2024-03-15 09:39:01,2024-03-15 09:52:18,2024-03-15 09:40:08,2024-03-15 09:53:25,Route Congestion Pattern,Sustained corridor congestion on R-104 — 3 consecutive stops showing 10m+ delays including S-08
R-104,R-104-T-010,S-09,9,1.6,2024-03-15 09:44:43,2024-03-15 09:57:06,2024-03-15 09:45:46,2024-03-15 09:58:09,Route Congestion Pattern,Sustained corridor congestion on R-104 — 3 consecutive stops showing 10m+ delays including S-09
R-104,R-104-T-010,S-10,10,0.0,2024-03-15 09:50:26,2024-03-15 10:02:58,2024-03-15 09:54:17,2024-03-15 10:06:49,Route Congestion Pattern,Sustained corridor congestion on R-104 — 3 consecutive stops showing 10m+ delays including S-10
R-105,R-105-T-001,S-01,1,1.6,2024-03-15 06:10:00,2024-03-15 06:10:00,2024-03-15 06:13:21,2024-03-15 06:13:21,On Time,Within tolerance — 0.0m arrival variance
R-105,R-105-T-001,S-02,2,1.4,2024-03-15 06:17:31,2024-03-15 06:17:31,2024-03-15 06:18:30,2024-03-15 06:18:30,On Time,Within tolerance — 0.0m arrival variance
